Buy,ID,Gender,Status,Children,Est_Income,Age,MARITAL STATUS,PROFESSION,EDUCATION,BUYER CATEGORY,LTV,DEMOGRAPHIC CLUSTER,ONLINE BEHAVIOR CLUSTER,BUYING BEHAVIOR CLUSTER,Retailer country,Retailer type,Product line,Product type,Product,Year,Quarter,Gross margin,State
Yes,666,M,S,0,69000.0,52.266667,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2021,Q1 2021,0.46582278,Oregon
No,670,M,M,2,1406.05,19.306667,S,Nursing,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2021,Q1 2021,0.34754797,Washington
Yes,672,F,S,0,73228.3,43.0,M,Doctor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2021,Q1 2021,0.4742745,Nevada
No,673,F,S,2,76231.9,63.806667,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2021,Q1 2021,0.47089947,Oregon
No,678,M,M,1,64792.3,52.146667,M,Engineer,College,Visitor,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Tents,Star Lite,2021,Q1 2021,0.28144401,California
No,681,F,S,0,93322.1,40.313333,S,Professor,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2021,Q1 2021,0.39814629,Arizona
No,686,M,M,1,63437.3,63.653333,M,Private Sector,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2021,Q1 2021,0.51382196,California
Yes,690,M,M,2,49910.7,51.52,U,Engineer,Post College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2021,Q1 2021,0.4481739,Washington
No,692,M,M,0,76161.4,44.573333,M,Nursing,Post College,Repeat Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2021,Q1 2021,0.32905585,Washington
No,693,F,M,2,55860.0,14.573333,U,Financial analyst,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2021,Q1 2021,0.29165733,California
No,694,F,S,1,12686.0,64.8,M,Lawyer,College,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2021,Q1 2021,0.30126435,Oregon
No,702,M,M,2,57360.8,53.253333,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2021,Q1 2021,0.31477575,California
Yes,703,M,M,1,92414.7,45.513333,S,Self Employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2021,Q1 2021,0.4787234,Nevada
Yes,704,M,M,1,60102.7,42.14,S,Financial analyst,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2021,Q1 2021,0.47613982,California
Yes,706,F,M,2,17888.7,43.0,M,Lawyer,Post College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2021,Q1 2021,0.50217037,Nevada
No,707,F,S,1,12526.3,53.553333,S,Not employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2021,Q1 2021,0.42768755,Arizona
No,710,F,S,2,14578.8,60.933333,S,Lawyer,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2021,Q1 2021,0.56498054,California
No,713,M,M,0,78572.2,42.346667,M,Financial analyst,Post College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2021,Q1 2021,0.59407216,Oregon
Yes,714,M,M,1,3933.74,17.86,S,Pharmacist,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2021,Q1 2021,0.51643991,California
Yes,715,F,M,2,48238.8,34.706667,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2021,Q1 2021,0.49020619,Arizona
Yes,717,F,M,0,28770.9,12.34,U,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2021,Q1 2021,0.48457946,California
No,718,F,M,2,87578.2,53.366667,S,Financial analyst,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2021,Q1 2021,0.38138298,California
No,719,F,M,2,86695.4,13.906667,S,Lawyer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.55689068,Oregon
Yes,721,F,S,2,76791.2,47.0,S,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,Oregon
No,725,F,S,0,30763.8,14.193333,S,Financial analyst,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Eyewear,Polar Extreme,2021,Q1 2021,0.4907635,California
Yes,726,F,M,2,3193.6,54.046667,M,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2021,Q1 2021,0.28895209,California
Yes,730,F,M,0,83287.0,56.193333,S,Engineer,College,Visitor,HIGH VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2021,Q1 2021,0.45186652,Arizona
No,731,M,S,1,2056.06,18.94,U,Unemployed,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2021,Q1 2021,0.28415201,California
Yes,732,F,M,2,7776.6,35.706667,U,Self Employed,Post College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2021,Q1 2021,0.4779303,Oregon
Yes,733,M,M,1,2067.82,47.853333,S,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2021,Q1 2021,0.72594752,Arizona
No,734,M,S,0,77000.0,63.353333,S,Professor,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2021,Q1 2021,0.63221884,California
No,736,F,M,2,69343.3,42.166667,U,Professor,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shield,2021,Q1 2021,0.5257732,California
Yes,737,F,M,0,83287.0,44.0,S,Pharmacist,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2021,Q1 2021,0.60070985,Nevada
No,740,F,M,0,14932.5,46.0,S,Nursing,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Aloe Relief,2021,Q1 2021,0.63288719,California
Yes,741,F,S,0,27498.1,52.646667,S,Accountant,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Outdoors Shop,Outdoor Protection,First Aid,Insect Bite Relief,2021,Q1 2021,0.54,Arizona
No,743,F,M,2,21419.9,59.833333,S,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2021,Q1 2021,0.3736952,Arizona
No,744,F,M,2,30665.2,22.88,U,Engineer,Post College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2021,Q1 2021,0.57405674,Washington
Yes,745,F,M,1,70000.0,67.0,U,Doctor,Post College,Buyer,LOW VALUE,HIGH INCOME FAMILY,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2021,Q1 2021,0.5423678,Arizona
Yes,746,F,M,2,50561.3,46.0,S,Professor,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2021,Q1 2021,0.48950928,Washington
Yes,748,F,S,2,23464.0,61.0,S,Engineer,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2021,Q1 2021,0.56996444,Oregon
No,749,F,M,2,194.57,47.0,U,Doctor,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2021,Q1 2021,0.28069112,Washington
No,750,F,M,1,98680.4,46.0,S,Engineer,Post College,Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Venue,2021,Q1 2021,0.4192105,Oregon
Yes,751,M,M,0,65619.7,52.646667,M,Doctor,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Infinity,2021,Q1 2021,0.45703514,California
No,752,F,M,1,95620.3,47.0,S,Self Employed,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Lux,2021,Q1 2021,0.47703349,California
No,753,F,S,0,85275.0,62.0,M,Engineer,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Sam,2021,Q1 2021,0.38841871,California
Yes,754,F,M,1,66921.4,46.0,M,Professor,College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,TX,2021,Q1 2021,0.45880908,California
No,755,F,M,1,98453.6,70.0,M,Doctor,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Legend,2021,Q1 2021,0.44495939,California
No,756,F,M,2,94026.8,27.746667,U,Doctor,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Watches,Kodiak,2021,Q1 2021,0.46665606,Nevada
Yes,758,F,S,2,57420.0,55.0,U,Financial analyst,Post College,Visitor,MEDIUM VALUE,MARRIED WOMEN,VISITOR,INSTORE LOW VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Bella,2021,Q1 2021,0.4557037,Washington
No,759,M,M,0,66666.0,45.486667,U,Nursing,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Capri,2021,Q1 2021,0.34139568,Oregon
No,761,M,M,2,47639.1,41.0,S,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2021,Q1 2021,0.32840988,Oregon
Yes,762,F,M,2,63234.5,52.36,M,Engineer,Post College,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Dante,2021,Q1 2021,0.35579135,Arizona
Yes,766,F,M,2,18296.4,42.626667,S,Professor,College,Visitor,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Fairway,2021,Q1 2021,0.40378861,Nevada
Yes,767,F,S,0,39461.0,22.226667,M,Self Employed,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Inferno,2021,Q1 2021,0.4253174,Oregon
Yes,769,F,S,1,70000.0,56.193333,S,Private Sector,High School,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Maximus,2021,Q1 2021,0.49786715,Washington
No,771,M,M,1,47371.0,54.96,M,Professor,College,Visitor,HIGH VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Trendi,2021,Q1 2021,0.39525921,Washington
No,772,F,M,2,52957.0,39.746667,S,Nursing,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Zone,2021,Q1 2021,0.32717588,Oregon
Yes,773,F,S,2,86747.1,64.853333,M,Self Employed,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2021,Q1 2021,0.40053453,Arizona
No,775,F,M,1,87404.6,63.186667,S,Scientist,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Knives,Max Gizmo,2021,Q1 2021,0.53979058,Nevada
No,777,F,M,2,85394.0,20.16,U,Not employed,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2021,Q1 2021,0.59992148,California
No,778,F,S,0,2121.36,39.786667,M,Engineer,College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Binoculars,Opera Vision,2021,Q1 2021,0.541,Oregon
No,779,F,M,2,63566.1,56.3,S,Self Employed,High School,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2021,Q1 2021,0.46574841,California
No,782,F,S,0,89813.6,12.846667,U,Not employed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Personal Accessories,Navigation,Trail Master,2021,Q1 2021,0.34866943,Arizona
Yes,784,F,M,2,82644.2,33.493333,S,Pharmacist,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2021,Q1 2021,0.49000785,California
No,785,F,S,1,27783.6,14.04,U,Engineer,College,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2021,Q1 2021,0.43751289,Oregon
No,788,F,M,2,60485.5,41.666667,U,Financial analyst,College,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2021,Q1 2021,0.44535634,California
No,791,F,M,2,809.43,31.913333,S,Engineer,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2021,Q1 2021,0.44955007,Oregon
Yes,792,M,S,1,76529.8,58.28,S,Professor,College,Visitor,MEDIUM VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2021,Q1 2021,0.42250716,California
No,793,F,M,2,34577.7,63.253333,S,Accountant,College,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2021,Q1 2021,0.47786745,Arizona
No,795,F,M,0,66666.0,67.0,U,Pharmacist,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2021,Q1 2021,0.48311609,Oregon
No,796,F,S,2,19008.4,52.166667,S,Unemployed,High School,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2021,Q1 2021,0.44845066,Washington
No,797,F,M,0,98056.3,55.966667,S,Doctor,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2021,Q1 2021,0.51695502,Oregon
Yes,798,M,M,0,80000.0,53.213333,M,Engineer,College,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2021,Q1 2021,0.45933212,Nevada
Yes,800,M,M,0,78894.2,52.74,U,Nursing,College,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2021,Q1 2021,0.72868217,Oregon
No,801,M,S,1,16432.1,20.92,M,Engineer,Post College,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2021,Q1 2021,0.51468464,Oregon
Yes,802,M,S,1,62797.9,32.0,U,Engineer,College,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2021,Q1 2021,0.61336955,Oregon
No,803,M,S,1,71329.9,42.233333,M,Financial analyst,College,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,United States,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2021,Q1 2021,0.63527592,Arizona
No,807,F,S,0,20913.6,53.013333,M,Engineer,Post College,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2021,Q1 2021,0.7591643,Oregon
Yes,810,F,S,1,540.4,39.213333,M,Lawyer,Post College,Buyer,LOW VALUE,HIGH INCOME FAMILY,BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2021,Q1 2021,0.33681016,Oregon
No,814,M,M,2,67339.8,17.006667,S,Accountant,Post College,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2021,Q1 2021,0.26099426,California
Yes,816,M,M,1,75799.9,46.38,S,Professor,College,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2021,Q1 2021,0.49684741,Arizona
No,817,F,S,2,15688.5,53.06,S,Lawyer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Tents,Star Gazer 6,2021,Q1 2021,0.3733775,Oregon
No,818,F,S,0,43382.3,16.073333,M,Lawyer,College,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2021,Q1 2021,0.51382196,Oregon
No,820,F,S,0,5185.31,62.053333,S,Doctor,Post College,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2021,Q1 2021,0.52947977,Oregon
No,821,F,D,1,13011.4,16.06,S,Private Sector,High School,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2021,Q1 2021,0.33560737,Washington
No,822,F,S,0,35000.0,22.433333,M,Engineer,College,Product Viewer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2021,Q1 2021,0.31693989,Washington
Yes,824,F,M,2,80087.7,41.92,S,Engineer,College,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE LOW VALUE NON OFFER SEEKER,United States,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2021,Q1 2021,0.37984669,California
